From,Entry,Entry Name,Domain [FT],Organism,Protein families,Gene Names
4p7e,O60674,JAK2_HUMAN,"DOMAIN 37..380; /note=""FERM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00084""; DOMAIN 401..482; /note=""SH2; atypical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 545..809; /note=""Protein kinase 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 849..1124; /note=""Protein kinase 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, JAK subfamily",JAK2
4p90,Q13153,PAK1_HUMAN,"DOMAIN 75..88; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 270..521; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",PAK1
4pdo,P29317,EPHA2_HUMAN,"DOMAIN 28..206; /note=""Eph LBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00883""; DOMAIN 328..432; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 438..529; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 613..875; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 904..968; /note=""SAM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00184""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",EPHA2 ECK
4pdp,P22216,RAD53_YEAST,"DOMAIN 66..116; /note=""FHA 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00086""; DOMAIN 198..466; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 601..664; /note=""FHA 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00086""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CHEK2 subfamily",RAD53 MEC2 SAD1 SPK1 YPL153C P2588
4pds,P22216,RAD53_YEAST,"DOMAIN 66..116; /note=""FHA 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00086""; DOMAIN 198..466; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 601..664; /note=""FHA 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00086""",Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CHEK2 subfamily",RAD53 MEC2 SAD1 SPK1 YPL153C P2588
4pf4,P53355,DAPK1_HUMAN,"DOMAIN 13..275; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 681..955; /note=""Roc""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00758""; DOMAIN 1312..1396; /note=""Death""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00064""",Homo sapiens (Human),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, DAP kinase subfamily",DAPK1 DAPK
4pl3,Q9EQY0,ERN1_MOUSE,"DOMAIN 571..832; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 835..963; /note=""KEN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00725""",Mus musculus (Mouse),"Protein kinase superfamily, Ser/Thr protein kinase family",Ern1 Ire1
4pl4,Q9EQY0,ERN1_MOUSE,"DOMAIN 571..832; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 835..963; /note=""KEN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00725""",Mus musculus (Mouse),"Protein kinase superfamily, Ser/Thr protein kinase family",Ern1 Ire1
4pl5,Q9EQY0,ERN1_MOUSE,"DOMAIN 571..832; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 835..963; /note=""KEN""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00725""",Mus musculus (Mouse),"Protein kinase superfamily, Ser/Thr protein kinase family",Ern1 Ire1
4pmm,P04629,NTRK1_HUMAN,"DOMAIN 148..193; /note=""LRRCT""; DOMAIN 194..283; /note=""Ig-like C2-type 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00114""; DOMAIN 299..365; /note=""Ig-like C2-type 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00114""; DOMAIN 510..781; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",NTRK1 MTC TRK TRKA
4pmp,P04629,NTRK1_HUMAN,"DOMAIN 148..193; /note=""LRRCT""; DOMAIN 194..283; /note=""Ig-like C2-type 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00114""; DOMAIN 299..365; /note=""Ig-like C2-type 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00114""; DOMAIN 510..781; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",NTRK1 MTC TRK TRKA
4pms,P04629,NTRK1_HUMAN,"DOMAIN 148..193; /note=""LRRCT""; DOMAIN 194..283; /note=""Ig-like C2-type 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00114""; DOMAIN 299..365; /note=""Ig-like C2-type 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00114""; DOMAIN 510..781; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",NTRK1 MTC TRK TRKA
4pmt,P04629,NTRK1_HUMAN,"DOMAIN 148..193; /note=""LRRCT""; DOMAIN 194..283; /note=""Ig-like C2-type 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00114""; DOMAIN 299..365; /note=""Ig-like C2-type 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00114""; DOMAIN 510..781; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",NTRK1 MTC TRK TRKA
4pp7,P15056,BRAF_HUMAN,"DOMAIN 155..227; /note=""RBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00262""; DOMAIN 457..717; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, TKL Ser/Thr protein kinase family, RAF subfamily",BRAF BRAF1 RAFB1
4pp9,Q08881,ITK_HUMAN,"DOMAIN 4..111; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 171..231; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 239..338; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 363..615; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",ITK EMT LYK
4ppa,Q08881,ITK_HUMAN,"DOMAIN 4..111; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 171..231; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 239..338; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 363..615; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",ITK EMT LYK
4ppb,Q08881,ITK_HUMAN,"DOMAIN 4..111; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 171..231; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 239..338; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 363..615; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",ITK EMT LYK
4ppc,Q08881,ITK_HUMAN,"DOMAIN 4..111; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 171..231; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 239..338; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 363..615; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",ITK EMT LYK
4pqn,Q08881,ITK_HUMAN,"DOMAIN 4..111; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 171..231; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 239..338; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 363..615; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",ITK EMT LYK
4prj,O14965,AURKA_HUMAN,"DOMAIN 133..383; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Ser/Thr protein kinase family, Aurora subfamily",AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6
4ps3,P48736,PK3CG_HUMAN,"DOMAIN 34..141; /note=""PI3K-ABD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00877""; DOMAIN 217..309; /note=""PI3K-RBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00879""; DOMAIN 357..521; /note=""C2 PI3K-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00880""; DOMAIN 541..723; /note=""PIK helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00878""; DOMAIN 797..1080; /note=""PI3K/PI4K catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00269""",Homo sapiens (Human),PI3/PI4-kinase family,PIK3CG
4ps7,P48736,PK3CG_HUMAN,"DOMAIN 34..141; /note=""PI3K-ABD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00877""; DOMAIN 217..309; /note=""PI3K-RBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00879""; DOMAIN 357..521; /note=""C2 PI3K-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00880""; DOMAIN 541..723; /note=""PIK helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00878""; DOMAIN 797..1080; /note=""PI3K/PI4K catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00269""",Homo sapiens (Human),PI3/PI4-kinase family,PIK3CG
4ps8,P48736,PK3CG_HUMAN,"DOMAIN 34..141; /note=""PI3K-ABD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00877""; DOMAIN 217..309; /note=""PI3K-RBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00879""; DOMAIN 357..521; /note=""C2 PI3K-type""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00880""; DOMAIN 541..723; /note=""PIK helical""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00878""; DOMAIN 797..1080; /note=""PI3K/PI4K catalytic""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00269""",Homo sapiens (Human),PI3/PI4-kinase family,PIK3CG
4ptc,P49841,GSK3B_HUMAN,"DOMAIN 56..340; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",GSK3B
4pte,P49841,GSK3B_HUMAN,"DOMAIN 56..340; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",GSK3B
4ptg,P49841,GSK3B_HUMAN,"DOMAIN 56..340; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, GSK-3 subfamily",GSK3B
4puz,P43405,KSYK_HUMAN,"DOMAIN 15..107; /note=""SH2 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 168..259; /note=""SH2 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 371..631; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, SYK/ZAP-70 subfamily",SYK
4pv0,P43405,KSYK_HUMAN,"DOMAIN 15..107; /note=""SH2 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 168..259; /note=""SH2 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 371..631; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, SYK/ZAP-70 subfamily",SYK
4pwn,Q9H4A3,WNK1_HUMAN,"DOMAIN 221..479; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Ser/Thr protein kinase family, WNK subfamily",WNK1 HSN2 KDP KIAA0344 PRKWNK1
4px6,P43405,KSYK_HUMAN,"DOMAIN 15..107; /note=""SH2 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 168..259; /note=""SH2 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 371..631; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, SYK/ZAP-70 subfamily",SYK
4py1,P29597,TYK2_HUMAN,"DOMAIN 26..431; /note=""FERM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00084""; DOMAIN 450..529; /note=""SH2; atypical""; DOMAIN 589..875; /note=""Protein kinase 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 897..1176; /note=""Protein kinase 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, JAK subfamily",TYK2
4q2a,Q9JIH7,WNK1_RAT,"DOMAIN 221..479; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, Ser/Thr protein kinase family, WNK subfamily",Wnk1 Hsn2 Prkwnk1
4q9s,Q05397,FAK1_HUMAN,"DOMAIN 35..355; /note=""FERM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00084""; DOMAIN 422..680; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, FAK subfamily",PTK2 FAK FAK1
4q9z,Q04759,KPCT_HUMAN,"DOMAIN 1..107; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 380..634; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 635..706; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Homo sapiens (Human),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",PRKCQ PRKCT
4qd6,Q08881,ITK_HUMAN,"DOMAIN 4..111; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 171..231; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 239..338; /note=""SH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00191""; DOMAIN 363..615; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",ITK EMT LYK
4qml,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmm,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmn,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmo,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmp,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmq,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qms,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmt,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmu,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmv,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmw,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmx,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmy,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qmz,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qna,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qny,E9BQ78,E9BQ78_LEIDB,"DOMAIN 21..310; /note=""Protein kinase""; /evidence=""ECO:0000259|PROSITE:PS50011""",Leishmania donovani (strain BPK282A1),,LDBPK_331470
4qo9,Q9Y6E0,STK24_HUMAN,"DOMAIN 36..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",STK24 MST3 STK3
4qp1,P28482,MK01_HUMAN,"DOMAIN 25..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK1 ERK2 PRKM1 PRKM2
4qp2,P28482,MK01_HUMAN,"DOMAIN 25..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK1 ERK2 PRKM1 PRKM2
4qp3,P28482,MK01_HUMAN,"DOMAIN 25..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK1 ERK2 PRKM1 PRKM2
4qp4,P28482,MK01_HUMAN,"DOMAIN 25..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK1 ERK2 PRKM1 PRKM2
4qp6,P28482,MK01_HUMAN,"DOMAIN 25..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK1 ERK2 PRKM1 PRKM2
4qp7,P28482,MK01_HUMAN,"DOMAIN 25..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK1 ERK2 PRKM1 PRKM2
4qp8,P28482,MK01_HUMAN,"DOMAIN 25..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK1 ERK2 PRKM1 PRKM2
4qp9,P28482,MK01_HUMAN,"DOMAIN 25..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK1 ERK2 PRKM1 PRKM2
4qpa,P28482,MK01_HUMAN,"DOMAIN 25..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",MAPK1 ERK2 PRKM1 PRKM2
4qps,P52333,JAK3_HUMAN,"DOMAIN 24..356; /note=""FERM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00084""; DOMAIN 375..475; /note=""SH2; atypical""; DOMAIN 521..781; /note=""Protein kinase 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 822..1111; /note=""Protein kinase 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, JAK subfamily",JAK3
4qq5,P22455,FGFR4_HUMAN,"DOMAIN 22..118; /note=""Ig-like C2-type 1""; DOMAIN 152..240; /note=""Ig-like C2-type 2""; DOMAIN 249..349; /note=""Ig-like C2-type 3""; DOMAIN 467..755; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Fibroblast growth factor receptor subfamily",FGFR4 JTK2 TKF
4qqc,P22455,FGFR4_HUMAN,"DOMAIN 22..118; /note=""Ig-like C2-type 1""; DOMAIN 152..240; /note=""Ig-like C2-type 2""; DOMAIN 249..349; /note=""Ig-like C2-type 3""; DOMAIN 467..755; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Fibroblast growth factor receptor subfamily",FGFR4 JTK2 TKF
4qqj,P22455,FGFR4_HUMAN,"DOMAIN 22..118; /note=""Ig-like C2-type 1""; DOMAIN 152..240; /note=""Ig-like C2-type 2""; DOMAIN 249..349; /note=""Ig-like C2-type 3""; DOMAIN 467..755; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Fibroblast growth factor receptor subfamily",FGFR4 JTK2 TKF
4qqt,P22455,FGFR4_HUMAN,"DOMAIN 22..118; /note=""Ig-like C2-type 1""; DOMAIN 152..240; /note=""Ig-like C2-type 2""; DOMAIN 249..349; /note=""Ig-like C2-type 3""; DOMAIN 467..755; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Fibroblast growth factor receptor subfamily",FGFR4 JTK2 TKF
4qrc,P22455,FGFR4_HUMAN,"DOMAIN 22..118; /note=""Ig-like C2-type 1""; DOMAIN 152..240; /note=""Ig-like C2-type 2""; DOMAIN 249..349; /note=""Ig-like C2-type 3""; DOMAIN 467..755; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Homo sapiens (Human),"Protein kinase superfamily, Tyr protein kinase family, Fibroblast growth factor receptor subfamily",FGFR4 JTK2 TKF
