Entry,Entry Name,Domain [FT],Organism,Protein families,Gene Names
Q7T2V3,M3K10_XENLA,"DOMAIN 32..96; /note=""SH3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00192""; DOMAIN 118..380; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",map3k10 mlk2
Q7TNJ7,KCC1G_RAT,"DOMAIN 23..277; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",Camk1g Camkig
Q7TNL3,STK40_MOUSE,"DOMAIN 35..332; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",Stk40 Lyk4
Q7TNL4,STK40_RAT,"DOMAIN 35..332; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",Stk40 Lyk4
Q7TNZ6,STRAA_RAT,"DOMAIN 32..341; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",Strada Lyk5 Strad
Q7TPK6,WNK4_RAT,"DOMAIN 171..429; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, Ser/Thr protein kinase family, WNK subfamily",Wnk4 Prkwnk4
Q7TQP6,TNI3K_RAT,"DOMAIN 463..723; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Rattus norvegicus (Rat),"Protein kinase superfamily, TKL Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",Tnni3k Cark
Q7TSC3,NEK5_MOUSE,"DOMAIN 4..255; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily",Nek5
Q7TSE6,ST38L_MOUSE,"DOMAIN 90..383; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 384..453; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Mus musculus (Mouse),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",Stk38l Ndr2
Q7TSJ6,LATS2_MOUSE,"DOMAIN 97..138; /note=""UBA""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00212""; DOMAIN 626..931; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 932..1010; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Mus musculus (Mouse),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",Lats2
Q7TT49,MRCKB_RAT,"DOMAIN 76..342; /note=""Protein kinase""; /evidence=""ECO:0000250|UniProtKB:Q5VT25, ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 343..413; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""; DOMAIN 1096..1215; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 1241..1515; /note=""CNH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00795""; DOMAIN 1585..1598; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""",Rattus norvegicus (Rat),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, DMPK subfamily",Cdc42bpb
Q7TT50,MRCKB_MOUSE,"DOMAIN 76..342; /note=""Protein kinase""; /evidence=""ECO:0000250|UniProtKB:Q5VT25, ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 343..413; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""; DOMAIN 1096..1215; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 1241..1515; /note=""CNH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00795""; DOMAIN 1585..1598; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""",Mus musculus (Mouse),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, DMPK subfamily",Cdc42bpb Kiaa1124
Q7X996,CIPK2_ORYSJ,"DOMAIN 13..267; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 302..329; /note=""NAF""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00256""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",CIPK2 Os07g0678600 LOC_Os07g48100 OJ1409_C08.14-1 OJ1409_C08.14-2 OsJ_024573
Q7XIM0,CDPKH_ORYSJ,"DOMAIN 106..364; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 407..442; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 443..478; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 479..512; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 513..548; /note=""EF-hand 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CPK17 Os07g0161600 LOC_Os07g06740 OJ1714_H10.135
Q7XIW5,CIPKT_ORYSJ,"DOMAIN 32..292; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 313..347; /note=""NAF""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00256""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",CIPK29 Os07g0678300 LOC_Os07g48090 OJ1409_C08.10 OsJ_024572
Q7XJR9,CDPKG_ARATH,"DOMAIN 108..368; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 411..446; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 448..483; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 490..525; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 528..555; /note=""EF-hand 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Arabidopsis thaliana (Mouse-ear cress),"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CPK16 At2g17890 T13L16.9
Q7XKA8,SAPK5_ORYSJ,"DOMAIN 4..260; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, Ser/Thr protein kinase family",SAPK5 RK3 Os04g0691100 LOC_Os04g59450 OsJ_16733 OSJNBb0020J19.1
Q7XQP4,SAPK7_ORYSJ,"DOMAIN 4..260; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, Ser/Thr protein kinase family",SAPK7 RK4 Os04g0432000 LOC_Os04g35240 OsJ_14855 OSJNBa0084A10.12
Q7XSQ5,CDPKC_ORYSJ,"DOMAIN 91..349; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 391..426; /note=""EF-hand 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 427..462; /note=""EF-hand 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 463..498; /note=""EF-hand 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""; DOMAIN 499..533; /note=""EF-hand 4""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00448""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, Ser/Thr protein kinase family, CDPK subfamily",CPK12 Os04g0560600 LOC_Os04g47300 OsJ_15768 OSJNBa0084K11.9
Q7XUF4,CDKG2_ORYSJ,"DOMAIN 365..656; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",CDKG-2 Os04g0488000 LOC_Os04g41100 OJ991113_30.14
Q7Y0B9,SAPK8_ORYSJ,"DOMAIN 33..289; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Oryza sativa subsp. japonica (Rice),"Protein kinase superfamily, Ser/Thr protein kinase family",SAPK8 Os03g0764800 LOC_Os03g55600 OSJNBa0079B15.27
Q7YQL3,PAK3_PONPY,"DOMAIN 70..83; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 283..534; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Pongo pygmaeus (Bornean orangutan),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",PAK3
Q7YQL4,PAK3_PANTR,"DOMAIN 70..83; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 283..534; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Pan troglodytes (Chimpanzee),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",PAK3
Q7YR43,DDR1_PANTR,"DOMAIN 31..181; /note=""F5/8 type C""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00081""; DOMAIN 606..901; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Pan troglodytes (Chimpanzee),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",DDR1 EDDR1
Q7YRC6,AURKB_BOVIN,"DOMAIN 77..327; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Bos taurus (Bovine),"Protein kinase superfamily, Ser/Thr protein kinase family, Aurora subfamily",AURKB AIK2 AIM1 AIRK2 ARK2 STK1 STK12 STK5
Q7Z2Y5,NRK_HUMAN,"DOMAIN 25..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 1209..1552; /note=""CNH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00795""",Homo sapiens (Human),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",NRK
Q7Z7A4,PXK_HUMAN,"DOMAIN 14..126; /note=""PX""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00147""; DOMAIN 88..481; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 548..567; /note=""WH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00406""",Homo sapiens (Human),Protein kinase superfamily,PXK
Q7Z8E9,STE20_MAGO7,"DOMAIN 306..319; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 634..885; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",MST20 STE20 MGG_12821
Q7ZTW4,SGK1_DANRE,"DOMAIN 100..357; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 358..433; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, AGC Ser/Thr protein kinase family",sgk1 sgk wu:fc20a09
Q7ZUQ3,STK3_DANRE,"DOMAIN 26..277; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 438..485; /note=""SARAH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00310""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",stk3 zgc:55383
Q7ZUS1,VRK1_DANRE,"DOMAIN 38..329; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, VRK subfamily",vrk1 zgc:56266
Q7ZVS3,PLK4_DANRE,"DOMAIN 12..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 563..676; /note=""Cryptic POLO box 1 (CPB1)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01328""; DOMAIN 677..791; /note=""Cryptic POLO box 2 (CPB2)""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01329""; DOMAIN 863..927; /note=""POLO box""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00154""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, Ser/Thr protein kinase family, CDC5/Polo subfamily",plk4 sak
Q7ZX15,AKT2A_XENLA,"DOMAIN 5..110; /note=""PH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00145""; DOMAIN 157..414; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 415..486; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, RAC subfamily",akt2-a
Q7ZX42,CDK9B_XENLA,"DOMAIN 19..319; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",cdk9-b
Q7ZYJ0,TAO1B_XENLA,"DOMAIN 28..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",taok1-b
Q7ZZC8,NEK9_XENLA,"DOMAIN 34..290; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily",nek9
Q8AXB3,VGFR4_DANRE,"DOMAIN 34..115; /note=""Ig-like C2-type 1""; /evidence=""ECO:0000305""; DOMAIN 143..206; /note=""Ig-like C2-type 2""; /evidence=""ECO:0000305""; DOMAIN 222..318; /note=""Ig-like C2-type 3""; /evidence=""ECO:0000305""; DOMAIN 326..412; /note=""Ig-like C2-type 4""; /evidence=""ECO:0000305""; DOMAIN 419..542; /note=""Ig-like C2-type 5""; /evidence=""ECO:0000305""; DOMAIN 545..636; /note=""Ig-like C2-type 6""; /evidence=""ECO:0000305""; DOMAIN 643..728; /note=""Ig-like C2-type 7""; /evidence=""ECO:0000305""; DOMAIN 809..1139; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000305""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily",kdrl flk flk-1 flk1 flka kdr kdra vegfr2 vegfr4 vegr2 si:ch211-276g21.4
Q8AXB4,PAK3_XENLA,"DOMAIN 70..83; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 288..539; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",pak3
Q8AXC6,KIT_TAKRU,"DOMAIN 23..97; /note=""Ig-like C2-type 1""; DOMAIN 98..197; /note=""Ig-like C2-type 2""; DOMAIN 203..300; /note=""Ig-like C2-type 3""; DOMAIN 311..395; /note=""Ig-like C2-type 4""; DOMAIN 398..498; /note=""Ig-like C2-type 5""; DOMAIN 579..926; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Takifugu rubripes (Japanese pufferfish) (Fugu rubripes),"Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily",kit
Q8AXC7,PGFRA_TAKRU,"DOMAIN 28..96; /note=""Ig-like C2-type 1""; DOMAIN 91..184; /note=""Ig-like C2-type 2""; DOMAIN 190..281; /note=""Ig-like C2-type 3""; DOMAIN 287..381; /note=""Ig-like C2-type 4""; DOMAIN 389..493; /note=""Ig-like C2-type 5""; DOMAIN 569..945; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Takifugu rubripes (Japanese pufferfish) (Fugu rubripes),"Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily",pdgfra
Q8AXY6,MUSK_CHICK,"DOMAIN 28..116; /note=""Ig-like 1""; DOMAIN 121..207; /note=""Ig-like 2""; DOMAIN 212..302; /note=""Ig-like 3""; DOMAIN 312..451; /note=""FZ""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00090""; DOMAIN 464..543; /note=""Kringle""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00121""; DOMAIN 655..934; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Gallus gallus (Chicken),"Protein kinase superfamily, Tyr protein kinase family",MUSK
Q8AYC9,CHK1_CHICK,"DOMAIN 9..265; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Gallus gallus (Chicken),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, NIM1 subfamily",CHEK1 CHK1
Q8AYG3,TTK_DANRE,"DOMAIN 653..916; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Danio rerio (Zebrafish) (Brachydanio rerio),"Protein kinase superfamily, Ser/Thr protein kinase family",ttk mps1 ncp
Q8AYK6,WEE1A_XENLA,"DOMAIN 224..494; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Xenopus laevis (African clawed frog),"Protein kinase superfamily, Ser/Thr protein kinase family, WEE1 subfamily",wee1-a wee2
Q8BG48,ST17B_MOUSE,"DOMAIN 33..293; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, DAP kinase subfamily",Stk17b Drak2
Q8BGW6,ST32A_MOUSE,"DOMAIN 23..281; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, Ser/Thr protein kinase family",Stk32a
Q8BHI9,NIM1_MOUSE,"DOMAIN 74..325; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",Nim1k Nim1
Q8BI55,DYRK4_MOUSE,"DOMAIN 219..515; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily",Dyrk4
Q8BK63,KC1A_MOUSE,"DOMAIN 17..285; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",Csnk1a1
Q8BKG3,PTK7_MOUSE,"DOMAIN 23..112; /note=""Ig-like C2-type 1""; DOMAIN 120..210; /note=""Ig-like C2-type 2""; DOMAIN 217..309; /note=""Ig-like C2-type 3""; DOMAIN 301..399; /note=""Ig-like C2-type 4""; DOMAIN 404..489; /note=""Ig-like C2-type 5""; DOMAIN 495..578; /note=""Ig-like C2-type 6""; DOMAIN 570..672; /note=""Ig-like C2-type 7""; DOMAIN 788..1058; /note=""Protein kinase; inactive""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily",Ptk7
Q8BLF2,CDKL3_MOUSE,"DOMAIN 4..286; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",Cdkl3
Q8BM85,TBCK_MOUSE,"DOMAIN 1..273; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 466..651; /note=""Rab-GAP TBC""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00163""",Mus musculus (Mouse),Protein kinase superfamily,Tbck
Q8BN21,VRK2_MOUSE,"DOMAIN 29..313; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, VRK subfamily",Vrk2
Q8BPM2,M4K5_MOUSE,"DOMAIN 20..277; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159, ECO:0000305""; DOMAIN 507..820; /note=""CNH""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00795""",Mus musculus (Mouse),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",Map4k5
Q8BRK8,AAPK2_MOUSE,"DOMAIN 16..268; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily",Prkaa2
Q8BSK8,KS6B1_MOUSE,"DOMAIN 91..352; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 353..423; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Mus musculus (Mouse),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, S6 kinase subfamily",Rps6kb1
Q8BTH8,KC1G1_MOUSE,"DOMAIN 44..315; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",Csnk1g1
Q8BTW9,PAK4_MOUSE,"DOMAIN 11..24; /note=""CRIB""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00057""; DOMAIN 323..574; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",Pak4 Kiaa1142
Q8BVP5,KC1G2_MOUSE,"DOMAIN 46..316; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CK1 Ser/Thr protein kinase family, Casein kinase I subfamily",Csnk1g2 Ck1g2
Q8BW96,KCC1D_MOUSE,"DOMAIN 23..279; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",Camk1d
Q8BWD8,CDK19_MOUSE,"DOMAIN 21..335; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",Cdk19 Cdc2l6 Kiaa1028
Q8BWQ5,DCLK3_MOUSE,"DOMAIN 97..183; /note=""Doublecortin""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00072""; DOMAIN 514..771; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",Dclk3 Dcamkl3
Q8BWW9,PKN2_MOUSE,"DOMAIN 33..109; /note=""REM-1 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 121..203; /note=""REM-1 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 204..284; /note=""REM-1 3""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU01207""; DOMAIN 352..472; /note=""C2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00041""; DOMAIN 656..915; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 916..983; /note=""AGC-kinase C-terminal""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00618""",Mus musculus (Mouse),"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",Pkn2 Prk2 Prkcl2
Q8BX57,PXK_MOUSE,"DOMAIN 14..126; /note=""PX""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00147""; DOMAIN 88..481; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 548..567; /note=""WH2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00406""",Mus musculus (Mouse),Protein kinase superfamily,Pxk
Q8BYC6,TAOK3_MOUSE,"DOMAIN 24..277; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""",Mus musculus (Mouse),"Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily",Taok3
Q8BYG9,EPHAA_MOUSE,"DOMAIN 35..216; /note=""Eph LBD""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00883""; DOMAIN 340..452; /note=""Fibronectin type-III 1""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 456..554; /note=""Fibronectin type-III 2""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00316""; DOMAIN 644..899; /note=""Protein kinase""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00159""; DOMAIN 932..996; /note=""SAM""; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00184""",Mus musculus (Mouse),"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",Epha10
